date,[PS01=SLC03] Electrical conductivity (EC) [µS/cm],[PS02] Electrical conductivity (EC) [µS/cm],[PS03] Electrical conductivity (EC) [µS/cm],[PS04] Electrical conductivity (EC) [µS/cm],[SLC01] Electrical conductivity (EC) [µS/cm],[SLC02] Electrical conductivity (EC) [µS/cm],[PS01=SLC03] Nitrite (NO2-N) [mg NO2-N/L],[PS02] Nitrite (NO2-N) [mg NO2-N/L],[PS03] Nitrite (NO2-N) [mg NO2-N/L],[PS04] Nitrite (NO2-N) [mg NO2-N/L],[SLC01] Nitrite (NO2-N) [mg NO2-N/L],[SLC02] Nitrite (NO2-N) [mg NO2-N/L],[PS01=SLC03] Nitrate (NO3-N) [mg NO3-N/L],[PS02] Nitrate (NO3-N) [mg NO3-N/L],[PS03] Nitrate (NO3-N) [mg NO3-N/L],[PS04] Nitrate (NO3-N) [mg NO3-N/L],[SLC01] Nitrate (NO3-N) [mg NO3-N/L],[SLC02] Nitrate (NO3-N) [mg NO3-N/L],[PS01=SLC03] Total Nitrogen (TN) [mg N/L],[PS02] Total Nitrogen (TN) [mg N/L],[PS03] Total Nitrogen (TN) [mg N/L],[PS04] Total Nitrogen (TN) [mg N/L],[SLC01] Total Nitrogen (TN) [mg N/L],[SLC02] Total Nitrogen (TN) [mg N/L],[PS01=SLC03] Dissolved oxygen (DO) [mg/L],[PS02] Dissolved oxygen (DO) [mg/L],[PS03] Dissolved oxygen (DO) [mg/L],[PS04] Dissolved oxygen (DO) [mg/L],[SLC01] Dissolved oxygen (DO) [mg/L],[SLC02] Dissolved oxygen (DO) [mg/L],[PS01=SLC03] pH [NA],[PS02] pH [NA],[PS03] pH [NA],[PS04] pH [NA],[SLC01] pH [NA],[SLC02] pH [NA],[PS01=SLC03] Water temperature (Tw) [ºC],[PS02] Water temperature (Tw) [ºC],[PS03] Water temperature (Tw) [ºC],[PS04] Water temperature (Tw) [ºC],[SLC01] Water temperature (Tw) [ºC],[SLC02] Water temperature (Tw) [ºC],[PS01=SLC03] Turbidity (Turb) [NTU],[PS02] Turbidity (Turb) [NTU],[PS03] Turbidity (Turb) [NTU],[PS04] Turbidity (Turb) [NTU],[SLC01] Turbidity (Turb) [NTU],[SLC02] Turbidity (Turb) [NTU]
2016-12-31,289.50000000000006,255.4,268.8,255.2,196.30000000000004,270.4,0.0414,0.0414,0.022608201613050823,0.019063719629037156,0.0414,0.0414,0.83,0.4,0.3593568278029759,0.29815637198250206,0.39,0.42999999999999994,2.14,1.03,1.0855166666666667,0.9904880952380953,1.61,1.62,6.779999999999999,7.75,7.82,7.74,6.550000000000001,7.319999999999999,7.050000000000001,7.34,7.809999999999999,7.28,7.61,7.78,23.8,24.4,25.6,26.3,22.4,22.9,13.999999999999998,8.7,13.666666666666666,10.265415645798988,21.0,12.000000000000002
2017-01-31,225.52598567850163,35.8298380796091,123.175,262.39349091129725,229.17899999999995,279.72000000000014,0.029457275542669515,0.018607808201544406,0.018888239693104675,0.0065634029020885925,0.01964687361961658,0.015421004356053652,0.2921297675275043,0.34290430377858616,0.2641269570315095,0.16753217083002614,0.3559271428571429,0.2600028948120631,1.6005827551158713,1.2125948292188191,1.01345,0.8853785714285713,1.3066666666666669,0.9981155448227945,6.189420000000003,8.196258526529068,7.6957604703033935,8.305859503916873,7.5588334639362,6.908479999999994,7.694748421505357,7.552333620414744,7.5586738504307664,6.560291181955663,6.675935702311196,7.753020572093485,29.021123909843205,19.286432670001858,26.000000000000004,24.422000000000008,23.37404519088495,25.421193319739512,17.536350107276863,10.601129556257336,16.666666666666668,8.834664842973742,15.135,13.125000000000002
2017-02-28,245.7,256.4,195.1,221.69999999999996,311.1,215.4,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.15,0.39,0.26,0.64,0.31,1.44,0.81,1.11,0.93,1.52,1.28,5.4,9.2,5.51,7.5,5.3,6.16,7.82,8.1,7.719999999999999,7.56,7.85,8.01,29.2,27.299999999999997,27.399999999999995,27.799999999999997,24.0,25.7,13.0,4.4,12.0,9.1,16.0,13.000000000000002
2017-03-31,246.24484598685333,37.242981318705496,124.7,221.21698991127295,211.51599999999993,322.363,0.006445209116592742,0.0014030753981232823,0.0016222100386886478,0.0010935283730490175,5.762345054406509e-06,0.0015986412219995757,0.20259321913543987,0.5542162297958088,0.3701437988562493,0.14889723051465897,0.16652357142857144,0.19303825806326594,1.4873815453635186,1.0056344589066686,1.03525,0.8853785714285713,0.8527272727272727,1.031090405745938,6.718499999999996,8.080861609972139,7.335043767368467,8.206714701812986,8.124679628246145,7.185219999999994,7.582862030337693,7.68835531794626,7.585495149215206,6.560309567042586,6.68402471533154,7.758499930254944,26.218344708639133,18.297111115249542,25.071428571428577,23.111000000000008,19.17748161571491,22.66262074173924,18.55179353214614,12.080988605102089,21.0,10.942470307036348,13.874999999999998,12.950000000000005
2017-04-30,331.30000000000007,177.7,208.6,178.2,329.9,261.7,0.049,0.0,0.0,0.0,0.0,0.0,0.95,0.71,0.73,0.7,0.12000000000000001,0.06,1.5099999999999998,1.17,1.29,1.22,0.7200000000000001,0.74,7.21,7.5,8.1,9.14,8.24,8.07,8.02,7.7,7.67,7.6499999999999995,7.71,7.88,18.2,19.7,19.1,19.6,18.4,18.5,2.9,16.0,21.0,16.0,2.7,3.4
2017-05-31,220.60340173147858,61.48311231896134,119.13333333333334,152.6677729269741,184.46800000000002,261.26400000000007,0.005631314585389634,0.0014440897874990724,0.0019224846418606281,0.001311373654816671,-2.5937533091111906e-05,0.0026259929824024946,0.22070097400207808,0.6254641092573373,0.43456230819702324,0.15050121506165956,0.1665297619047619,0.20234589876981074,1.4500524487256448,1.3068644700581984,1.46515,0.8853785714285713,0.9025000000000001,1.1039371768899013,9.514939999999983,8.590261377001898,8.23448408087871,8.768757780882934,9.462168211019382,9.235639999999984,7.718680284079979,7.604373443377643,7.550927186212164,6.560317993357792,6.68777194267962,7.781689625472807,16.672454877715722,14.13719151742075,16.9,16.431,15.501181351716951,15.029521653055404,17.207173942674167,16.09350385366397,22.333333333333336,9.622300001401946,15.135,5.8
2017-06-30,229.1,145.0,130.0,138.2,188.80000000000004,205.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.64,0.42,0.52,0.16,0.3,1.5099999999999998,1.55,1.52,1.4999999999999998,0.7200000000000001,1.08,10.28,9.370000000000001,9.53,9.47,10.37,10.3,8.0,7.619999999999999,7.88,7.52,7.8,7.93,10.4,12.419963714835744,12.1,12.4,9.399999999999999,8.9,13.999999999999998,23.0,28.0,26.0,16.0,14.0
2017-07-31,177.96546193598485,88.14040978223873,106.3,116.87189614964316,134.518,155.08399999999995,0.031005308200737776,0.0018577604704245814,0.008558212135738343,0.0016109173778260872,-3.6605179144137864e-05,0.0016818165944884945,0.2109476730382848,0.53905755075497,0.41124988544142266,0.14683232966175536,0.14212023809523808,0.2053496588022305,1.40065542640224,1.412046051266368,1.46515,0.8853785714285713,1.236,1.3121947777269634,9.924919999999972,9.082799578884387,9.600107792217505,9.230450254430767,9.669766485949472,10.051499999999997,7.8820472485298945,7.517911539947691,7.556710236232239,6.560305283157486,6.682136551668016,7.799674252958309,12.290980881230295,12.5172492938249,12.34,12.801000000000002,14.715570509750842,11.475212193761026,28.554973109658484,20.524345162756788,22.6,10.723628359596919,20.933333333333334,28.099999999999998
2017-08-31,116.0,65.82016284725586,67.1,135.9951161925123,52.8,113.8,0.0009000000000000001,0.0022988859412336284,0.00870242430846845,0.00453581310541677,0.0,0.0,0.25,0.5285822021027804,0.41653746728212493,0.1106137663766062,0.17,0.2,2.01,1.3637252557747417,1.451607142857143,0.8853785714285713,1.6199999999999999,1.5900000000000003,9.260000000000002,8.834863094316557,9.611092872432817,9.023088250129957,9.09,9.29,7.75,7.3128200715462475,7.4863330270201764,6.5616411913424475,7.74,7.530000000000001,13.9,13.503157985673441,15.3,15.884000000000002,13.000000000000002,13.7,57.0,19.25346856439545,34.733333333333334,10.73092600365898,49.0,41.0
2017-09-30,178.6384552169246,66.62490832124666,67.1,136.7230325630071,139.306,170.59299999999993,0.0,0.0017325721249763554,0.0012349277005922097,0.0017469547438613588,6.04733395834932e-06,0.001863931063554247,0.21194883519642296,0.565759930870328,0.4361504059859441,0.1277432840844902,0.1452702380952381,0.1932824722930911,1.7373296152217166,1.430459976164981,1.46515,0.8853785714285713,1.20875,1.356728362684491,9.386759999999997,8.33584147437487,7.746477373853013,8.47464257985739,8.80998105210872,8.567439999999996,7.72392267031191,7.338404730170669,7.387118678159295,6.560217985991954,6.643692425610682,7.749170999945105,18.124869942870518,15.523607397378127,17.62,17.836,16.145406900921056,16.269716243357923,41.05170637572697,13.556319034266236,24.400000000000002,8.678141730513149,16.884615384615383,24.3
2017-10-31,288.90000000000003,115.6,187.1,157.7,261.8,274.59999999999997,0.05399999999999999,0.0,0.0,0.0,0.0,0.0,0.7499999999999999,0.64,0.59,0.68,0.18,0.35,1.67,1.32,1.48,1.32,0.82,0.98,6.68,8.15,7.7,8.15,7.25,8.05,7.31,7.27,7.38,7.39,7.4,7.480000000000001,19.3,18.9,18.9,18.8,18.6,18.2,8.8,26.0,22.000000000000004,24.0,15.0,12.000000000000002
2017-11-30,245.3498064200203,46.155565240921874,123.65,192.21967515563543,202.49299999999994,293.031,0.05119493311036944,0.0014169617468691872,0.001996483127143429,0.0008444261004456141,0.00035188235151383885,0.0003029078750565676,0.1490656960842266,0.6260052262208207,0.44860753769708933,0.13575723363537914,0.1483309523809524,0.17108185358031297,1.4803430212876851,1.329855207849614,1.407954365079365,0.8853785714285713,0.8607692307692307,1.148967148905825,8.194919999999994,8.139779635002851,8.245866733104895,8.171935377022221,8.423463485529059,8.093139999999993,7.694772194926393,7.484643502261341,7.343414722711509,6.560194097753717,6.633268878904386,7.81951068107812,24.61327555511718,17.140876253863038,21.95,21.145000000000014,18.237433406925305,20.799092842356377,16.612441518935498,28.403712708527543,21.333333333333332,12.671386481064653,12.278260869565218,5.247999999999999
2017-12-31,410.49999999999994,227.1,238.8,229.9,332.5,380.59999999999997,0.15,0.0009,0.0009000000000000001,0.0,0.049,0.0009000000000000001,0.38,0.63,0.55,0.59,0.04700000000000001,0.0,1.31,1.28,1.49,1.41,1.46,0.8,11.3,8.28,8.07,8.44,7.169999999999999,7.950000000000001,7.929999999999999,7.77,7.629999999999999,7.76,7.28,7.570000000000001,26.5,25.3,25.2,25.1,23.9,25.2,1.5,11.0,13.0,13.0,5.0,2.0
2018-01-31,255.50475804569408,30.417805274294878,126.46666666666667,271.2614603234284,208.98600000000002,352.7190000000002,0.02101470894760676,0.0021375380244807707,0.001655456614569087,0.0038291843288512464,0.001018982407295176,0.002501425976227586,0.10527125501012836,0.38972285732219586,0.28785488503817497,0.12460742514764583,0.26769857142857145,0.20451879988916757,1.561861108498847,0.9786744617234411,1.03525,0.8853785714285713,0.8372222222222222,0.9775570480554304,5.908920000000002,7.698892424259038,7.003647381051356,7.686931232210216,8.12051341936727,7.197379999999995,7.560865339298393,7.684236718079686,7.592864190911168,6.5603000925207295,6.679816410729755,7.755240171402363,27.522313382860172,19.194248669044317,26.020000000000003,24.425000000000008,24.162611012327222,26.473525557777343,21.283990505000148,5.374934556237816,13.0,8.389772420116497,15.135,14.985714285714288
2018-02-28,238.9,271.4,276.9,275.9,315.6,443.59999999999997,0.055,0.0,0.02,0.005999999999999999,0.0,0.007,0.8900000000000001,0.19,0.08,0.10999999999999999,0.13,0.17,2.2,0.82,0.89,0.72,0.88,1.14,5.33,6.94,7.59,8.32,7.73,7.21,7.42,7.8500000000000005,7.94,8.13,7.83,7.93,24.6,24.7,25.5,25.5,23.8,25.899999999999995,73.5,4.81,10.2,5.86,10.2,12.8
2018-03-31,253.27243568256708,50.15131592210306,113.32,248.51366108377138,207.84499999999994,360.2060000000001,0.02599627137833004,0.002709511719072281,0.0018590086356565373,0.004949068440040275,0.002036953517608436,0.0019407792708968459,0.1267209655624373,0.3810772522497097,0.25490128073379564,0.128925342142266,0.17653785714285716,0.18963744548795133,1.5218154586620605,0.736055220269552,1.0554166666666667,0.8853785714285713,0.8899999999999999,1.2360085795985687,6.388160000000009,7.701009246496688,7.049049605025709,7.841756979185279,8.34181540892463,7.427339999999993,7.696281818597814,7.652184264004935,7.601693358892705,6.560329087688449,6.692577479685654,7.81778561162897,25.41566108425347,17.213956786986607,22.099999999999998,22.04400000000001,19.530759438553005,22.84066592995505,19.19541692485559,13.903874976475457,15.333333333333334,11.076398800779403,14.37777777777778,16.022222222222222
2018-04-30,432.49230496312595,217.2,216.0,215.5,390.6,459.00000000000006,0.043008761578537814,0.0005,0.0005,0.0005,0.0,0.006,0.4597479450655902,0.48,0.57,0.47,0.1,0.054000000000000006,1.2477677290874645,0.98,1.1,1.02,0.51,0.92,6.414419999999998,7.61,7.1,7.63,6.6,6.279999999999999,7.929999999999999,7.83,7.73,7.84,7.76,7.7,24.364800062785488,22.1,21.7,22.0,22.7,23.4,13.789887818430207,9.999999999999998,14.0,19.0,13.0,18.0
2018-05-31,246.2338182823985,67.50158176796602,124.7,195.66654936984023,227.37399999999994,264.734,0.0,0.001867246037029304,0.0015796789258866676,0.0037524844539333067,0.002716275785119727,0.0019771980284869818,0.149249106232819,0.6905933691507896,0.43029374249313945,0.1347333722399922,0.2790738095238095,0.23178901822374562,1.4610004019833949,1.1022556252975488,1.1252666666666666,0.8853785714285713,0.8533333333333333,0.9853500047743838,8.950579999999995,8.859630291569495,8.920654628496976,8.994098580786499,8.90547291755668,8.802579999999992,7.693940574051557,7.710824623088707,7.656089527439172,6.560354793496271,6.70377853092597,7.804584697300526,19.494203489499764,15.243720440671586,17.62,16.686,16.686611134818527,15.901135098786714,11.578842344167487,19.741208561139256,23.666666666666668,8.313219309002879,15.752941176470587,16.0
2018-06-30,277.70000000000005,191.7,225.9,198.4,184.2,256.3,0.0005,0.006,0.015,0.008,0.0,0.0005,1.1,0.71,0.81,0.74,0.34,0.6,2.14,1.41,1.75,1.52,1.4,1.31,9.640000000000002,10.25,9.97,10.13,9.68,11.12,7.94,7.93,7.93,7.9,8.03,7.93,12.0,13.0,12.4,12.7,10.9,11.0,16.5,16.1,17.8,17.3,29.1,15.8
2018-07-31,221.35419226831286,75.37979737202576,108.0,124.67491542661969,173.20700000000002,205.607,0.01055715637888042,0.0028895615813836163,0.013806892499988734,0.008697195517576374,0.006878456792677162,0.0035792766190193403,0.3636417581648832,0.5829786157353098,0.4404088905135204,0.17885879404543456,0.40212857142857145,0.27115388637365445,1.4031047267922305,1.5946636708742326,1.4299793650793653,0.8853785714285713,1.26,1.4802544684001813,10.087879999999991,9.744961344719753,9.752203051092769,9.957342708024544,9.761652870834784,10.483019999999986,7.745175321812767,7.376402386222063,7.436959320775492,6.56030305082169,6.681166427882168,7.779618722255082,11.755303477909486,12.62772582580285,12.333333333333332,12.432,14.115184786496107,10.69021258420121,42.57327460240962,24.197430139514687,22.6,6.303487189959065,23.066666666666666,17.86
2018-08-31,226.69999999999996,98.4,124.7,106.9,166.4,207.6,0.014,0.016,0.015,0.014,0.006,0.007,0.5,0.34,0.45,0.39,0.13,0.31,1.62,1.57,1.57,1.49,0.91,1.16,10.32,9.750000000000002,10.13,9.88,10.07,10.72,7.66,6.82,7.13,7.24,7.82,7.66,13.4,12.6,13.1,13.3,13.1,12.7,21.5,40.6,37.7,41.4,22.7,21.3
2018-09-30,201.0232715640725,50.83405266642183,108.0,128.66073975495857,164.42000000000002,212.8339999999999,0.02915207420486913,0.013585549196874974,0.0158487984713061,0.015160423819101385,0.008942695322650717,0.007513209802624304,0.2133510087144909,0.40610802466031004,0.3056435987117547,0.1494435074149496,0.13864738095238097,0.20268422753027093,1.5459977241601521,1.7699722346445728,1.451579365079365,0.8853785714285713,1.21,1.3810353505932476,8.889079999999998,7.951387508467983,7.706221525774359,8.045582014413146,9.13068638093884,8.752799999999992,7.717594811010647,6.932707059823653,7.01920542058045,6.560122904531454,6.602117126092545,7.713373386545821,19.35775799093664,14.678490869975375,18.05,17.968999999999998,17.06718987876135,17.14845923729911,16.667741321897722,15.876650349912035,22.333333333333336,8.415230346969746,20.933333333333334,17.142857142857142
2018-10-31,258.0,150.9,143.2,139.8,198.9,233.6,0.012,0.013,0.023,0.019,0.0,0.0,0.38,0.39,0.35,0.32,0.14,0.25,1.53,1.62,1.51,1.58,1.21,1.9,8.06,6.09,7.8,6.8,8.02,8.47,7.14,6.81,6.81,6.639999999999999,7.25,7.14,21.1,20.1,22.6,20.9,20.7,19.3,20.399999999999995,24.9,23.7,28.4,20.1,16.4
2018-11-30,225.37129394777259,42.50115335173612,112.43333333333332,189.48443299311617,186.37399999999997,256.32300000000004,0.0,0.001778838532993045,0.008452022095007948,0.009512994175124669,0.0025471876086156494,0.0026887224708661782,0.21104415431335033,0.4981847460387738,0.3664908380758491,0.15058935159312542,0.15087238095238098,0.17442422544669606,1.4455081295604502,1.3456666387864265,1.4581499999999998,0.8853785714285713,1.2733333333333334,1.1640480429184266,7.841059999999998,7.369898385163716,7.771329936717419,7.364594182101975,8.2539452212238,7.981459999999988,7.994660918720589,7.063993168384901,7.045028836694409,6.560083412065011,6.5848460138816645,7.679571794714575,25.014094342225896,16.778693377462886,22.0,21.60300000000001,20.937878058565474,21.991180500507078,20.556213897835864,12.902031257240479,16.666666666666668,11.256675412752358,15.752941176470587,13.658823529411762
2018-12-31,309.70000000000005,203.5,223.4,213.8,258.4,275.29999999999995,0.017,0.0005,0.011999999999999999,0.0005,0.0005,0.0005,0.57,0.63,0.65,0.62,0.12000000000000001,0.19,1.25,1.09,1.19,1.14,1.02,0.96,6.3100000000000005,7.510000000000001,7.41,7.63,6.98,7.18,7.5,7.51,7.06,7.5,7.5,7.43,24.5,21.6,22.5,22.8,22.7,22.499999999999996,8.31,17.3,18.0,17.6,15.0,15.0
2019-01-31,246.03778539815482,41.4846597323941,108.0,221.96759743258735,197.98,263.276,0.029621170231958916,0.0027419621194104274,0.008607219185723965,0.006804277361712683,-0.0012737267303558533,0.002093105587022627,0.21685804989234528,0.5880095176533675,0.42643086894959065,0.143428333056326,0.19503095238095242,0.21580085705767715,1.4030478630010512,1.0572958680991722,1.0349166666666667,0.8853785714285713,1.0699999999999998,1.363606443598431,6.490700000000002,7.629324961862573,7.184731900389877,7.79238253792023,7.979999447864007,6.975759999999992,7.577504492741607,7.3242741541996175,7.23107701515053,6.56013645495455,6.60823223314615,7.716753447966576,27.79561519428244,18.003758278701035,26.06666666666667,24.39100000000001,23.99251297167513,24.806030407188224,16.96339063684545,15.607204869464361,15.099999999999998,6.214716543339507,15.135,14.08421052631579
2019-02-28,253.1,14.437155938439444,147.73333333333335,237.72931211177905,224.0,219.3,0.0005,0.0020466804068766846,0.0019306920570936453,0.004969011270132479,0.0005,0.0005,0.46,0.5699433295490159,0.45064656115932833,0.17988696225943487,0.25,0.4,1.32,1.1465807361000042,1.1056833333333334,0.8853785714285713,1.26,1.39,6.57,7.847267839471928,7.738996168432821,7.648622962660584,7.639999999999999,6.47,7.11,7.110466166036436,7.351773308630555,6.560276249139457,7.25,7.450000000000001,30.000000000000004,18.58210882476841,25.619999999999997,24.02500000000001,26.7,27.0,13.2,15.74809864178837,15.333333333333334,14.312686678452044,14.3,14.5
2019-03-31,253.28102006039734,45.83242527060005,119.13333333333334,202.55313012652837,227.34199999999993,269.93399999999997,0.012190563633822182,0.0015415258262911143,0.0016081349230714739,0.004111643241457541,-0.0010297402402544634,0.0009193977957075398,0.16364584246863842,0.5733035937353254,0.40437294233052146,0.13949229470076488,0.2060607142857143,0.19634592318056124,1.5721697424850454,1.2303987846398459,1.0855166666666667,0.8853785714285713,1.3066666666666669,1.136675230742138,7.591099999999995,7.691271103515656,7.1462009567199924,7.6872341654561245,8.356464162076044,7.962099999999995,7.552762902354986,7.526641073328696,7.236083861378119,6.560102082215425,6.593064212838006,7.78042556234711,25.14043084691114,17.447016750174623,21.93,21.655000000000005,19.816640777270887,21.91624660157236,15.752666020211144,17.86665291816947,23.633333333333333,10.770494867349736,13.874999999999998,13.370000000000001
2019-04-30,388.8,183.1,202.9,185.5,329.1,358.8,0.017,0.0,0.008,0.0,0.0,0.0005,0.7,0.5,0.51,0.52,0.21,0.007000000000000001,1.0808540987564745,1.241871877825975,1.1967464285714284,0.9887166666666667,1.3300000000000003,0.9169323060624903,8.96,7.27,7.56,7.68,8.96,9.28,7.929999999999999,7.730000000000001,7.67,7.6,6.55,7.690000000000001,16.2,19.4,19.2,19.3,16.2,16.8,13.6,25.299999999999997,26.9,20.6,13.1,13.5
2019-05-31,223.03477323188704,71.38233979645281,113.88333333333334,159.09734394359657,186.92600000000004,269.81800000000004,0.0,0.0015260844357442615,0.001978854775418683,0.003557971261923041,-0.0001720608173192532,0.0015027015490564155,0.18684627347999566,0.4911674559675589,0.35492267320968746,0.141340549997108,0.23747119047619047,0.1870532750562605,1.549063952119604,1.2491682672018112,1.3874,0.8853785714285713,1.2825000000000002,1.241810391054375,8.586800000000014,7.60330908225009,9.420305645806375,7.603540615795537,9.156110564186893,9.145899999999981,7.681830836491308,7.500748739331179,7.25593738917867,6.56010933756025,6.596165049983148,7.774989015878701,17.25435014005179,14.537720427426958,16.9,16.410000000000004,16.5590534643299,16.036982288651426,24.848401521114628,16.15818231915696,25.06666666666667,6.205515274025293,18.657894736842106,15.174999999999999
2019-06-30,287.9,67.41204510162041,153.4,158.06428144358833,260.5,262.7,0.021,0.0018534097841219651,0.008849252618842469,0.004203545578779395,0.0005,0.0,0.62,0.31472256668559634,0.33442927305627823,0.10873734074118646,0.54,0.3,1.92,1.2646667080508476,1.4115488095238098,0.8853785714285713,1.3300000000000003,1.3799999999999997,8.76,7.826874843354961,8.836625973308347,7.821770968966661,8.96,9.16,7.35,7.068873378145935,7.187296918018,6.56072982198306,7.29,7.360000000000001,16.3,14.921216895837864,15.3,16.068,14.1,15.1,15.8,31.20428171835096,27.400000000000002,12.235168210134464,11.9,16.4
2019-07-31,122.2962508639531,71.52401642314753,105.73333333333333,111.94363086258294,120.531,156.22999999999996,0.0,0.0020190489815363672,0.008473632510790127,0.0045464068486185125,0.002696190796232746,0.0028697088705192885,0.21705351173268472,0.3875724137802568,0.2977015279257346,0.14927373101374783,0.18440452380952382,0.22761475520606173,1.5797778495509467,1.352754911480054,1.4299793650793653,0.8853785714285713,1.26,1.4937482888475009,9.799579999999983,7.9898253511318655,9.494323782254002,8.086337633553093,9.957616703271576,10.430899999999989,7.876934331383761,7.214595118097023,7.39157243771804,6.5601700681958155,6.622835942117621,7.778843806300524,12.765127534176791,12.285902364120629,12.333333333333332,12.536000000000001,12.705420271384233,11.995604293966291,49.95904532131188,30.215989003186234,18.6,15.63456881353676,22.7,22.42
2019-08-31,94.8,67.84834728877532,105.73333333333333,102.76772266842005,93.5,90.7,0.005,0.004886330794005849,0.008226954003175576,0.004759358878603032,0.0,0.005,0.32,0.31708615331641804,0.2679416450040296,0.14893564789730482,0.10999999999999999,0.28,1.65,1.710230426283939,1.46515,0.8853785714285713,1.16,1.62,10.51,7.859125170426053,10.109091149332407,8.077918638857343,10.57,10.65,7.41,7.067732886472731,7.28631071197089,6.560928841460812,7.9,7.51,10.5,12.801631937769526,12.42,12.757,10.5,10.3,48.5,30.968729005654012,18.6,14.096348761046904,38.8,43.900000000000006
2019-09-30,173.34665182105735,54.85969806994301,106.3,93.26807460839326,122.65499999999996,138.89800000000005,0.009279697031608858,0.0027067782500996983,0.008595034386882255,0.0043662250491890865,0.004743372843099714,0.0032685186131955484,0.21807235310925122,0.25998006529129697,0.23344592494889035,0.1426401545440721,0.2872795238095238,0.2133526582498268,1.66595302887684,1.5529965364590785,1.4299793650793653,0.8853785714285713,1.26,1.5095250715527888,9.489439999999984,7.903990068664727,9.572271462398108,7.920137310325329,9.731289764688395,9.870439999999991,7.700299584847053,6.960375337599223,7.121522381504964,6.560156452860045,6.616805979766864,7.612755167108059,14.992044966514035,12.713645152221208,15.3,14.757000000000001,15.995927465679415,14.12720951786426,47.88555840526102,26.91394182602001,26.400000000000002,10.861104162211687,26.4,29.0
2019-10-31,193.9,98.2,67.1,74.3,146.9,167.2,0.009,0.008,0.008,0.008,0.0009,0.0009000000000000001,0.42,0.25,0.17,0.17000000000000004,0.16,0.38,1.6800000000000002,1.51,1.41,1.45,1.53,1.53,8.58,6.91,7.37,7.27,8.74,8.49,7.666143590210046,6.81401306093092,7.029887117040334,6.560115766948951,6.59903301347353,7.454802217091659,18.5,17.5,16.7,17.5,16.7,17.1,26.2,26.1,25.2,25.2,26.4,28.099999999999998
2019-11-30,201.62218086832598,34.062877595093134,108.0,148.11363876943471,171.32899999999998,257.764,0.018799749436952784,0.0017791113917641598,0.0019396972984335778,0.002762747453194299,0.0034925865481060326,0.0021533894084011912,0.19149870838417582,0.3839101245341379,0.30254429004134187,0.14477518772649153,0.13864738095238097,0.18229030248789937,1.6118527741676645,1.6713851940764768,1.435954365079365,0.8853785714285713,1.22,1.2571708907951806,8.431680000000002,7.793015212443373,7.745159333026315,7.7899806450251265,8.63931387173799,8.002239999999995,7.994784856545317,6.849994191578294,6.936241646019929,6.560092242835903,6.588628793272957,7.5648214629603165,26.60943468358773,18.340656076832627,25.255555555555553,22.91400000000001,20.964807965329115,23.68730424128997,13.462632577925419,16.806715301629605,22.96666666666667,11.86473967499645,15.135,15.817647058823528
2019-12-31,437.50000000000006,167.5,173.4,174.5,355.6,412.0,0.094,0.005,0.005,0.0,0.0009,0.0009000000000000001,0.36,0.6,0.54,0.54,0.1,0.012600000000000002,2.28,1.85,1.8399999999999999,1.7699999999999998,1.18,1.28,14.84,8.26,8.29,8.21,7.46,7.960000000000001,7.5,6.569999999999999,6.71,6.56,7.3,7.240000000000001,27.8,25.7,25.7,25.6,25.1,28.2,15.374137224799888,17.537423318283956,14.333333333333332,12.214580950211088,16.884615384615383,14.933333333333335
2020-01-31,290.73240321435543,36.374838382056566,123.65,212.41071184117916,241.79899999999986,360.94900000000007,0.01821580553794546,0.001563238841440346,0.0016420330686971387,0.0014128225250523887,0.0011242319763642948,0.0,0.046250121603013984,0.5898141707098008,0.39099788879659747,0.11032955627306143,0.2544452380952381,0.20073959311226933,1.6517240405557534,1.4267492834221192,1.4028126984126985,0.8853785714285713,0.83875,0.9771479003216879,7.658299999999998,7.872336620578153,7.623950288582568,7.795781433845772,8.226205945489358,7.720239999999991,7.385274354522926,7.2982392516731,7.190592875861658,6.560222792599868,6.6459129913357735,7.611986587663623,29.22113203676358,19.21632527338328,25.777777777777782,23.85600000000001,23.373665798192405,26.631460606099434,17.648707569304797,8.915439508024784,15.099999999999998,7.038756924198191,16.884615384615383,12.933333333333334
2020-02-29,382.79999999999995,216.6,225.6,219.39999999999998,356.2,406.09999999999997,0.017,0.0,0.0,0.0,0.0076,0.0,0.91,0.52,0.55,0.55,0.18,0.0,1.55,1.0,1.11,1.07,0.7799999999999999,0.78,7.18,7.27,7.25,7.37,6.14,8.04,7.929999999999999,7.990000000000001,7.99,8.05,7.82,8.09,26.9,26.7,26.2,26.3,24.6,26.7,10.4,17.1,18.3,23.2,18.1,6.14
